interval_start,interval_end,node_id,node_name,zone,lmp,energy_component,congestion_component,loss_component
2024-05-05T21:00:00,2024-05-05T22:00:00,LZ_NORTH,North Load Zone,NORTH,35.833,39.4152,-3.8466,0.2643
2024-05-05T21:00:00,2024-05-05T22:00:00,LZ_WEST,West Load Zone,WEST,39.3867,44.3247,-5.2482,0.3102
2024-05-05T21:00:00,2024-05-05T22:00:00,LZ_SOUTH,South Load Zone,SOUTH,26.9677,32.6172,-5.8889,0.2394
2024-05-05T21:00:00,2024-05-05T22:00:00,BUS_SABINE,Sabine Bus,EAST,57.7867,59.3782,-2.1995,0.608
2024-05-05T21:00:00,2024-05-05T22:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,42.3892,41.7285,0.1857,0.475
2024-05-05T22:00:00,2024-05-05T23:00:00,HB_HOUSTON,Houston Hub,SOUTH,40.6512,46.0579,-5.9473,0.5407
2024-05-05T22:00:00,2024-05-05T23:00:00,HB_NORTH,North Hub,NORTH,43.1413,45.1196,-2.4734,0.4951
2024-05-05T22:00:00,2024-05-05T23:00:00,HB_WEST,West Hub,WEST,22.8531,26.3723,-3.7714,0.2522
2024-05-05T22:00:00,2024-05-05T23:00:00,HB_SOUTH,South Hub,SOUTH,35.9079,43.2632,-7.6405,0.2852
2024-05-05T22:00:00,2024-05-05T23:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,37.8677,33.5267,4.0809,0.2601
2024-05-05T22:00:00,2024-05-05T23:00:00,LZ_NORTH,North Load Zone,NORTH,36.9569,33.4348,3.1979,0.3242
2024-05-05T22:00:00,2024-05-05T23:00:00,LZ_WEST,West Load Zone,WEST,23.3394,21.5309,1.6615,0.1471
2024-05-05T22:00:00,2024-05-05T23:00:00,LZ_SOUTH,South Load Zone,SOUTH,27.2267,28.1597,-1.1592,0.2261
2024-05-05T22:00:00,2024-05-05T23:00:00,BUS_SABINE,Sabine Bus,EAST,30.0583,31.4954,-1.6844,0.2473
2024-05-05T22:00:00,2024-05-05T23:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,50.1595,47.4125,2.1874,0.5596
2024-05-05T23:00:00,2024-05-06T00:00:00,HB_HOUSTON,Houston Hub,SOUTH,29.4784,32.126,-2.9638,0.3162
2024-05-05T23:00:00,2024-05-06T00:00:00,HB_NORTH,North Hub,NORTH,20.5659,16.3107,4.087,0.1682
2024-05-05T23:00:00,2024-05-06T00:00:00,HB_WEST,West Hub,WEST,20.3202,18.3263,1.8784,0.1155
2024-05-05T23:00:00,2024-05-06T00:00:00,HB_SOUTH,South Hub,SOUTH,21.0713,20.9532,-0.1005,0.2185
2024-05-05T23:00:00,2024-05-06T00:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,34.1022,32.7005,1.1585,0.2433
2024-05-05T23:00:00,2024-05-06T00:00:00,LZ_NORTH,North Load Zone,NORTH,25.6389,22.9839,2.4708,0.1842
2024-05-05T23:00:00,2024-05-06T00:00:00,LZ_WEST,West Load Zone,WEST,29.5275,32.7742,-3.6886,0.4419
2024-05-05T23:00:00,2024-05-06T00:00:00,LZ_SOUTH,South Load Zone,SOUTH,39.432,46.7951,-7.5637,0.2006
2024-05-05T23:00:00,2024-05-06T00:00:00,BUS_SABINE,Sabine Bus,EAST,32.0756,34.5636,-2.8452,0.3572
2024-05-05T23:00:00,2024-05-06T00:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,14.7281,19.7816,-5.2277,0.1742
2024-05-06T00:00:00,2024-05-06T01:00:00,HB_HOUSTON,Houston Hub,SOUTH,24.3058,17.9307,6.0239,0.3512
2024-05-06T00:00:00,2024-05-06T01:00:00,HB_NORTH,North Hub,NORTH,19.4635,16.8534,2.4578,0.1524
2024-05-06T00:00:00,2024-05-06T01:00:00,HB_WEST,West Hub,WEST,29.599,32.2875,-2.9475,0.259
2024-05-06T00:00:00,2024-05-06T01:00:00,HB_SOUTH,South Hub,SOUTH,29.8114,32.7297,-3.0805,0.1621
2024-05-06T00:00:00,2024-05-06T01:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,31.1797,32.0337,-1.1702,0.3161
2024-05-06T00:00:00,2024-05-06T01:00:00,LZ_NORTH,North Load Zone,NORTH,31.5689,31.6897,-0.5805,0.4597
2024-05-06T00:00:00,2024-05-06T01:00:00,LZ_WEST,West Load Zone,WEST,26.0377,25.9764,-0.086,0.1472
2024-05-06T00:00:00,2024-05-06T01:00:00,LZ_SOUTH,South Load Zone,SOUTH,20.3633,24.6218,-4.5364,0.2779
2024-05-06T00:00:00,2024-05-06T01:00:00,BUS_SABINE,Sabine Bus,EAST,26.5651,25.6013,0.6443,0.3195
2024-05-06T00:00:00,2024-05-06T01:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,40.6487,40.9541,-0.7714,0.4661
2024-05-06T01:00:00,2024-05-06T02:00:00,HB_HOUSTON,Houston Hub,SOUTH,46.6858,48.2185,-1.8379,0.3052
2024-05-06T01:00:00,2024-05-06T02:00:00,HB_NORTH,North Hub,NORTH,22.4152,21.601,0.6825,0.1317
2024-05-06T01:00:00,2024-05-06T02:00:00,HB_WEST,West Hub,WEST,32.7697,30.639,1.7839,0.3467
2024-05-06T01:00:00,2024-05-06T02:00:00,HB_SOUTH,South Hub,SOUTH,24.2394,25.0339,-0.9785,0.1839
2024-05-06T01:00:00,2024-05-06T02:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,20.7581,17.827,2.7375,0.1937
2024-05-06T01:00:00,2024-05-06T02:00:00,LZ_NORTH,North Load Zone,NORTH,41.2624,40.3601,0.4754,0.427
2024-05-06T01:00:00,2024-05-06T02:00:00,LZ_WEST,West Load Zone,WEST,22.3623,25.3134,-3.232,0.2809
2024-05-06T01:00:00,2024-05-06T02:00:00,LZ_SOUTH,South Load Zone,SOUTH,18.6893,20.9702,-2.3879,0.107
2024-05-06T01:00:00,2024-05-06T02:00:00,BUS_SABINE,Sabine Bus,EAST,38.4281,38.741,-0.6208,0.3079
2024-05-06T01:00:00,2024-05-06T02:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,41.0209,37.9948,2.6415,0.3846
2024-05-06T02:00:00,2024-05-06T03:00:00,HB_HOUSTON,Houston Hub,SOUTH,28.2308,25.2547,2.7011,0.275
2024-05-06T02:00:00,2024-05-06T03:00:00,HB_NORTH,North Hub,NORTH,28.2934,28.3805,-0.3391,0.2521
2024-05-06T02:00:00,2024-05-06T03:00:00,HB_WEST,West Hub,WEST,25.4843,28.7144,-3.6022,0.3721
2024-05-06T02:00:00,2024-05-06T03:00:00,HB_SOUTH,South Hub,SOUTH,39.9598,35.8456,3.549,0.5651
2024-05-06T02:00:00,2024-05-06T03:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,36.1399,40.4816,-4.6573,0.3155
2024-05-06T02:00:00,2024-05-06T03:00:00,LZ_NORTH,North Load Zone,NORTH,42.1819,42.9263,-1.1895,0.445
2024-05-06T02:00:00,2024-05-06T03:00:00,LZ_WEST,West Load Zone,WEST,33.1046,32.5309,0.2107,0.363
2024-05-06T02:00:00,2024-05-06T03:00:00,LZ_SOUTH,South Load Zone,SOUTH,13.6668,15.2387,-1.6819,0.11
2024-05-06T02:00:00,2024-05-06T03:00:00,BUS_SABINE,Sabine Bus,EAST,33.1274,39.3129,-6.4878,0.3023
2024-05-06T02:00:00,2024-05-06T03:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,26.6966,29.3747,-2.8546,0.1765
2024-05-06T03:00:00,2024-05-06T04:00:00,HB_HOUSTON,Houston Hub,SOUTH,44.0929,38.1899,5.5969,0.3061
2024-05-06T03:00:00,2024-05-06T04:00:00,HB_NORTH,North Hub,NORTH,42.3193,36.8602,4.8869,0.5723
2024-05-06T03:00:00,2024-05-06T04:00:00,HB_WEST,West Hub,WEST,37.3673,42.4063,-5.5975,0.5584
2024-05-06T03:00:00,2024-05-06T04:00:00,HB_SOUTH,South Hub,SOUTH,26.515,25.3922,0.9132,0.2096
2024-05-06T03:00:00,2024-05-06T04:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,39.6388,38.5927,0.5602,0.4858
2024-05-06T03:00:00,2024-05-06T04:00:00,LZ_NORTH,North Load Zone,NORTH,29.1745,28.775,0.2162,0.1833
2024-05-06T03:00:00,2024-05-06T04:00:00,LZ_WEST,West Load Zone,WEST,34.2667,35.0246,-1.1416,0.3836
2024-05-06T03:00:00,2024-05-06T04:00:00,LZ_SOUTH,South Load Zone,SOUTH,41.9855,43.127,-1.5405,0.3991
2024-05-06T03:00:00,2024-05-06T04:00:00,BUS_SABINE,Sabine Bus,EAST,34.6606,36.0021,-1.7108,0.3693
2024-05-06T03:00:00,2024-05-06T04:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,31.7251,29.4626,1.968,0.2945
2024-05-06T04:00:00,2024-05-06T05:00:00,HB_HOUSTON,Houston Hub,SOUTH,51.5611,51.1207,0.0685,0.372
2024-05-06T04:00:00,2024-05-06T05:00:00,HB_NORTH,North Hub,NORTH,40.002,42.6707,-3.2047,0.5361
2024-05-06T04:00:00,2024-05-06T05:00:00,HB_WEST,West Hub,WEST,39.1894,35.0066,3.6428,0.54
2024-05-06T04:00:00,2024-05-06T05:00:00,HB_SOUTH,South Hub,SOUTH,33.2127,32.291,0.6542,0.2675
2024-05-06T04:00:00,2024-05-06T05:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,35.8352,36.0337,-0.595,0.3966
2024-05-06T04:00:00,2024-05-06T05:00:00,LZ_NORTH,North Load Zone,NORTH,49.1801,53.8404,-4.975,0.3148
2024-05-06T04:00:00,2024-05-06T05:00:00,LZ_WEST,West Load Zone,WEST,34.4796,34.565,-0.5634,0.478
2024-05-06T04:00:00,2024-05-06T05:00:00,LZ_SOUTH,South Load Zone,SOUTH,43.3587,42.5848,0.549,0.2249
2024-05-06T04:00:00,2024-05-06T05:00:00,BUS_SABINE,Sabine Bus,EAST,41.9384,41.5928,-0.0341,0.3796
2024-05-06T04:00:00,2024-05-06T05:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,25.853,29.0804,-3.4993,0.2719
2024-05-06T05:00:00,2024-05-06T06:00:00,HB_HOUSTON,Houston Hub,SOUTH,21.8696,24.612,-2.955,0.2126
2024-05-06T05:00:00,2024-05-06T06:00:00,HB_NORTH,North Hub,NORTH,46.2037,48.6969,-2.8273,0.3342
2024-05-06T05:00:00,2024-05-06T06:00:00,HB_WEST,West Hub,WEST,36.8037,41.3424,-4.8298,0.2911
2024-05-06T05:00:00,2024-05-06T06:00:00,HB_SOUTH,South Hub,SOUTH,35.673,34.5644,0.7887,0.3199
2024-05-06T05:00:00,2024-05-06T06:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,33.207,32.8196,-0.0602,0.4476
2024-05-06T05:00:00,2024-05-06T06:00:00,LZ_NORTH,North Load Zone,NORTH,48.8396,52.3955,-3.8811,0.3252
2024-05-06T05:00:00,2024-05-06T06:00:00,LZ_WEST,West Load Zone,WEST,36.3368,36.3793,-0.2893,0.2468
2024-05-06T05:00:00,2024-05-06T06:00:00,LZ_SOUTH,South Load Zone,SOUTH,56.1373,56.7078,-1.3945,0.8239
2024-05-06T05:00:00,2024-05-06T06:00:00,BUS_SABINE,Sabine Bus,EAST,45.1342,48.2449,-3.435,0.3244
2024-05-06T05:00:00,2024-05-06T06:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,42.1259,41.6758,0.0839,0.3663
2024-05-06T06:00:00,2024-05-06T07:00:00,HB_HOUSTON,Houston Hub,SOUTH,59.6999,58.3168,0.5426,0.8404
2024-05-06T06:00:00,2024-05-06T07:00:00,HB_NORTH,North Hub,NORTH,43.6526,40.6494,2.5864,0.4167
2024-05-06T06:00:00,2024-05-06T07:00:00,HB_WEST,West Hub,WEST,60.9637,58.0382,2.423,0.5024
2024-05-06T06:00:00,2024-05-06T07:00:00,HB_SOUTH,South Hub,SOUTH,46.667,49.5356,-3.4891,0.6205
2024-05-06T06:00:00,2024-05-06T07:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,52.6298,54.0999,-2.0197,0.5496
2024-05-06T06:00:00,2024-05-06T07:00:00,LZ_NORTH,North Load Zone,NORTH,54.8144,50.4619,3.8782,0.4743
2024-05-06T06:00:00,2024-05-06T07:00:00,LZ_WEST,West Load Zone,WEST,40.7766,45.0423,-4.6802,0.4146
2024-05-06T06:00:00,2024-05-06T07:00:00,LZ_SOUTH,South Load Zone,SOUTH,37.0119,32.0485,4.5872,0.3762
2024-05-06T06:00:00,2024-05-06T07:00:00,BUS_SABINE,Sabine Bus,EAST,42.1123,36.8824,4.8163,0.4136
2024-05-06T06:00:00,2024-05-06T07:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,41.9594,43.848,-2.1568,0.2681
2024-05-06T07:00:00,2024-05-06T08:00:00,HB_HOUSTON,Houston Hub,SOUTH,60.2984,58.5722,1.0366,0.6895
2024-05-06T07:00:00,2024-05-06T08:00:00,HB_NORTH,North Hub,NORTH,54.9099,52.5628,1.8737,0.4734
2024-05-06T07:00:00,2024-05-06T08:00:00,HB_WEST,West Hub,WEST,42.8586,44.0196,-1.474,0.313
2024-05-06T07:00:00,2024-05-06T08:00:00,HB_SOUTH,South Hub,SOUTH,58.4657,62.331,-4.4391,0.5739
2024-05-06T07:00:00,2024-05-06T08:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,48.223,47.6303,0.2739,0.3189
2024-05-06T07:00:00,2024-05-06T08:00:00,LZ_NORTH,North Load Zone,NORTH,54.5303,54.7877,-0.5535,0.2962
2024-05-06T07:00:00,2024-05-06T08:00:00,LZ_WEST,West Load Zone,WEST,49.432,49.6659,-0.7923,0.5584
2024-05-06T07:00:00,2024-05-06T08:00:00,LZ_SOUTH,South Load Zone,SOUTH,63.7894,62.4817,0.9531,0.3546
2024-05-06T07:00:00,2024-05-06T08:00:00,BUS_SABINE,Sabine Bus,EAST,60.9568,58.399,1.8877,0.6701
2024-05-06T07:00:00,2024-05-06T08:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,52.2488,51.8379,-0.2263,0.6372
2024-05-06T08:00:00,2024-05-06T09:00:00,HB_HOUSTON,Houston Hub,SOUTH,59.0306,60.7672,-2.0824,0.3458
2024-05-06T08:00:00,2024-05-06T09:00:00,HB_NORTH,North Hub,NORTH,33.6171,30.2016,2.9559,0.4596
2024-05-06T08:00:00,2024-05-06T09:00:00,HB_WEST,West Hub,WEST,54.6824,49.1188,4.9617,0.602
2024-05-06T08:00:00,2024-05-06T09:00:00,HB_SOUTH,South Hub,SOUTH,61.5718,66.4948,-5.3428,0.4198
2024-05-06T08:00:00,2024-05-06T09:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,54.0979,55.4184,-1.9828,0.6623
2024-05-06T08:00:00,2024-05-06T09:00:00,LZ_NORTH,North Load Zone,NORTH,52.6338,49.3055,2.7543,0.574
2024-05-06T08:00:00,2024-05-06T09:00:00,LZ_WEST,West Load Zone,WEST,58.4684,55.176,2.9366,0.3558
2024-05-06T08:00:00,2024-05-06T09:00:00,LZ_SOUTH,South Load Zone,SOUTH,62.1454,55.8411,5.6801,0.6242
2024-05-06T08:00:00,2024-05-06T09:00:00,BUS_SABINE,Sabine Bus,EAST,51.5415,50.2139,0.8246,0.503
2024-05-06T08:00:00,2024-05-06T09:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,55.774,55.6168,-0.5589,0.7161
2024-05-06T09:00:00,2024-05-06T10:00:00,HB_HOUSTON,Houston Hub,SOUTH,61.6373,61.0632,-0.0314,0.6054
2024-05-06T09:00:00,2024-05-06T10:00:00,HB_NORTH,North Hub,NORTH,68.069,64.185,2.9803,0.9036
2024-05-06T09:00:00,2024-05-06T10:00:00,HB_WEST,West Hub,WEST,61.6566,64.0725,-3.1244,0.7086
2024-05-06T09:00:00,2024-05-06T10:00:00,HB_SOUTH,South Hub,SOUTH,53.0151,53.1254,-0.3984,0.2881
2024-05-06T09:00:00,2024-05-06T10:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,54.9611,54.6488,-0.4035,0.7158
2024-05-06T09:00:00,2024-05-06T10:00:00,LZ_NORTH,North Load Zone,NORTH,62.5648,64.7326,-2.8492,0.6814
2024-05-06T09:00:00,2024-05-06T10:00:00,LZ_WEST,West Load Zone,WEST,59.9045,64.26,-5.0723,0.7169
2024-05-06T09:00:00,2024-05-06T10:00:00,LZ_SOUTH,South Load Zone,SOUTH,64.1426,62.5891,0.9267,0.6268
2024-05-06T09:00:00,2024-05-06T10:00:00,BUS_SABINE,Sabine Bus,EAST,62.4891,55.7258,5.9029,0.8603
2024-05-06T09:00:00,2024-05-06T10:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,56.288,54.5529,1.0545,0.6806
2024-05-06T10:00:00,2024-05-06T11:00:00,HB_HOUSTON,Houston Hub,SOUTH,70.5958,73.98,-3.8204,0.4362
2024-05-06T10:00:00,2024-05-06T11:00:00,HB_NORTH,North Hub,NORTH,74.6715,73.587,0.1976,0.8869
2024-05-06T10:00:00,2024-05-06T11:00:00,HB_WEST,West Hub,WEST,49.9664,47.0341,2.6051,0.3272
2024-05-06T10:00:00,2024-05-06T11:00:00,HB_SOUTH,South Hub,SOUTH,59.4718,60.5357,-1.8697,0.8058
2024-05-06T10:00:00,2024-05-06T11:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,56.2502,54.4915,1.3224,0.4363
2024-05-06T10:00:00,2024-05-06T11:00:00,LZ_NORTH,North Load Zone,NORTH,57.3529,61.3898,-4.5607,0.5238
2024-05-06T10:00:00,2024-05-06T11:00:00,LZ_WEST,West Load Zone,WEST,64.9541,67.7549,-3.366,0.5652
2024-05-06T10:00:00,2024-05-06T11:00:00,LZ_SOUTH,South Load Zone,SOUTH,57.2589,57.5733,-0.7764,0.4619
2024-05-06T10:00:00,2024-05-06T11:00:00,BUS_SABINE,Sabine Bus,EAST,61.1238,56.4052,3.8904,0.8282
2024-05-06T10:00:00,2024-05-06T11:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,55.8537,59.5174,-4.1924,0.5287
2024-05-06T11:00:00,2024-05-06T12:00:00,HB_HOUSTON,Houston Hub,SOUTH,68.0103,69.2171,-1.6927,0.4859
2024-05-06T11:00:00,2024-05-06T12:00:00,HB_NORTH,North Hub,NORTH,58.6003,56.3895,1.5951,0.6156
2024-05-06T11:00:00,2024-05-06T12:00:00,HB_WEST,West Hub,WEST,50.4064,54.5151,-4.4417,0.3331
2024-05-06T11:00:00,2024-05-06T12:00:00,HB_SOUTH,South Hub,SOUTH,65.3022,64.9845,-0.0682,0.386
2024-05-06T11:00:00,2024-05-06T12:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,75.6538,69.5302,5.416,0.7076
2024-05-06T11:00:00,2024-05-06T12:00:00,LZ_NORTH,North Load Zone,NORTH,69.7107,68.4739,0.8324,0.4043
2024-05-06T11:00:00,2024-05-06T12:00:00,LZ_WEST,West Load Zone,WEST,72.1573,70.3918,0.6944,1.0711
2024-05-06T11:00:00,2024-05-06T12:00:00,LZ_SOUTH,South Load Zone,SOUTH,57.176,58.8726,-2.3893,0.6927
2024-05-06T11:00:00,2024-05-06T12:00:00,BUS_SABINE,Sabine Bus,EAST,54.7195,58.2586,-4.163,0.624
2024-05-06T11:00:00,2024-05-06T12:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,59.5186,58.0767,0.7534,0.6886
2024-05-06T12:00:00,2024-05-06T13:00:00,HB_HOUSTON,Houston Hub,SOUTH,72.182,74.1194,-2.3226,0.3852
2024-05-06T12:00:00,2024-05-06T13:00:00,HB_NORTH,North Hub,NORTH,57.1878,58.8842,-2.1149,0.4184
2024-05-06T12:00:00,2024-05-06T13:00:00,HB_WEST,West Hub,WEST,56.0507,54.9251,0.7112,0.4144
2024-05-06T12:00:00,2024-05-06T13:00:00,HB_SOUTH,South Hub,SOUTH,69.6828,68.6366,0.0032,1.043
2024-05-06T12:00:00,2024-05-06T13:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,66.3841,68.5415,-2.7516,0.5942
2024-05-06T12:00:00,2024-05-06T13:00:00,LZ_NORTH,North Load Zone,NORTH,56.7174,57.8813,-1.8654,0.7016
2024-05-06T12:00:00,2024-05-06T13:00:00,LZ_WEST,West Load Zone,WEST,68.1596,67.0798,0.545,0.5347
2024-05-06T12:00:00,2024-05-06T13:00:00,LZ_SOUTH,South Load Zone,SOUTH,73.5347,78.7532,-5.8421,0.6236
2024-05-06T12:00:00,2024-05-06T13:00:00,BUS_SABINE,Sabine Bus,EAST,74.9361,74.9675,-0.5518,0.5204
2024-05-06T12:00:00,2024-05-06T13:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,74.4602,75.5706,-1.6772,0.5667
2024-05-06T13:00:00,2024-05-06T14:00:00,HB_HOUSTON,Houston Hub,SOUTH,66.3307,65.1668,0.7842,0.3797
2024-05-06T13:00:00,2024-05-06T14:00:00,HB_NORTH,North Hub,NORTH,59.1761,51.4125,6.9926,0.771
2024-05-06T13:00:00,2024-05-06T14:00:00,HB_WEST,West Hub,WEST,70.2472,70.9719,-1.6472,0.9224
2024-05-06T13:00:00,2024-05-06T14:00:00,HB_SOUTH,South Hub,SOUTH,53.5223,54.8314,-2.0938,0.7847
2024-05-06T13:00:00,2024-05-06T14:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,51.8497,53.1859,-1.9881,0.652
2024-05-06T13:00:00,2024-05-06T14:00:00,LZ_NORTH,North Load Zone,NORTH,73.1025,73.2019,-0.8017,0.7023
2024-05-06T13:00:00,2024-05-06T14:00:00,LZ_WEST,West Load Zone,WEST,62.888,62.867,-0.3666,0.3876
2024-05-06T13:00:00,2024-05-06T14:00:00,LZ_SOUTH,South Load Zone,SOUTH,74.8299,71.9609,1.7509,1.1181
2024-05-06T13:00:00,2024-05-06T14:00:00,BUS_SABINE,Sabine Bus,EAST,62.4083,63.4439,-1.944,0.9083
2024-05-06T13:00:00,2024-05-06T14:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,63.3862,62.5852,-0.0434,0.8444
2024-05-06T14:00:00,2024-05-06T15:00:00,HB_HOUSTON,Houston Hub,SOUTH,68.0581,65.9338,1.3255,0.7988
2024-05-06T14:00:00,2024-05-06T15:00:00,HB_NORTH,North Hub,NORTH,64.3934,64.5477,-1.076,0.9217
2024-05-06T14:00:00,2024-05-06T15:00:00,HB_WEST,West Hub,WEST,45.6278,44.5803,0.4113,0.6362
2024-05-06T14:00:00,2024-05-06T15:00:00,HB_SOUTH,South Hub,SOUTH,60.7,52.7598,7.222,0.7181
2024-05-06T14:00:00,2024-05-06T15:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,70.9586,72.3534,-1.8913,0.4965
2024-05-06T14:00:00,2024-05-06T15:00:00,LZ_NORTH,North Load Zone,NORTH,61.5343,67.1654,-6.0661,0.4349
2024-05-06T14:00:00,2024-05-06T15:00:00,LZ_WEST,West Load Zone,WEST,64.7927,61.8934,2.1746,0.7248
2024-05-06T14:00:00,2024-05-06T15:00:00,LZ_SOUTH,South Load Zone,SOUTH,65.1357,63.027,1.1836,0.925
2024-05-06T14:00:00,2024-05-06T15:00:00,BUS_SABINE,Sabine Bus,EAST,61.4654,64.6432,-3.9549,0.7771
2024-05-06T14:00:00,2024-05-06T15:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,60.7477,60.3782,-0.2272,0.5967
2024-05-06T15:00:00,2024-05-06T16:00:00,HB_HOUSTON,Houston Hub,SOUTH,58.8728,60.4003,-2.402,0.8745
2024-05-06T15:00:00,2024-05-06T16:00:00,HB_NORTH,North Hub,NORTH,73.4992,76.4163,-3.6453,0.7282
2024-05-06T15:00:00,2024-05-06T16:00:00,HB_WEST,West Hub,WEST,68.3572,68.4775,-0.6537,0.5334
2024-05-06T15:00:00,2024-05-06T16:00:00,HB_SOUTH,South Hub,SOUTH,62.4665,58.2471,3.8732,0.3462
2024-05-06T15:00:00,2024-05-06T16:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,63.417,66.0166,-3.2597,0.66
2024-05-06T15:00:00,2024-05-06T16:00:00,LZ_NORTH,North Load Zone,NORTH,52.6343,52.0566,-0.0467,0.6244
2024-05-06T15:00:00,2024-05-06T16:00:00,LZ_WEST,West Load Zone,WEST,70.609,62.4462,7.3167,0.8461
2024-05-06T15:00:00,2024-05-06T16:00:00,LZ_SOUTH,South Load Zone,SOUTH,48.789,47.4007,1.1386,0.2497
2024-05-06T15:00:00,2024-05-06T16:00:00,BUS_SABINE,Sabine Bus,EAST,63.7923,59.2451,3.8373,0.7099
2024-05-06T15:00:00,2024-05-06T16:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,60.022,55.803,3.7766,0.4424
2024-05-06T16:00:00,2024-05-06T17:00:00,HB_HOUSTON,Houston Hub,SOUTH,51.6234,50.436,0.7403,0.447
2024-05-06T16:00:00,2024-05-06T17:00:00,HB_NORTH,North Hub,NORTH,51.9692,51.3292,0.0159,0.624
2024-05-06T16:00:00,2024-05-06T17:00:00,HB_WEST,West Hub,WEST,36.5555,32.0369,4.2336,0.285
2024-05-06T16:00:00,2024-05-06T17:00:00,HB_SOUTH,South Hub,SOUTH,59.2786,57.202,1.4388,0.6378
2024-05-06T16:00:00,2024-05-06T17:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,57.9625,56.1525,1.3637,0.4463
2024-05-06T16:00:00,2024-05-06T17:00:00,LZ_NORTH,North Load Zone,NORTH,58.2279,54.5358,3.1792,0.5129
2024-05-06T16:00:00,2024-05-06T17:00:00,LZ_WEST,West Load Zone,WEST,69.785,63.3123,6.0194,0.4533
2024-05-06T16:00:00,2024-05-06T17:00:00,LZ_SOUTH,South Load Zone,SOUTH,59.1789,60.3443,-1.757,0.5916
2024-05-06T16:00:00,2024-05-06T17:00:00,BUS_SABINE,Sabine Bus,EAST,75.7172,74.9558,-0.1628,0.9242
2024-05-06T16:00:00,2024-05-06T17:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,58.9576,60.8032,-2.4718,0.6262
2024-05-06T17:00:00,2024-05-06T18:00:00,HB_HOUSTON,Houston Hub,SOUTH,51.3341,51.9734,-1.2504,0.6112
2024-05-06T17:00:00,2024-05-06T18:00:00,HB_NORTH,North Hub,NORTH,67.3151,64.6316,2.0261,0.6574
2024-05-06T17:00:00,2024-05-06T18:00:00,HB_WEST,West Hub,WEST,37.6852,39.7595,-2.3888,0.3145
2024-05-06T17:00:00,2024-05-06T18:00:00,HB_SOUTH,South Hub,SOUTH,47.0925,43.4697,2.9485,0.6743
2024-05-06T17:00:00,2024-05-06T18:00:00,LZ_HOUSTON,Houston Load Zone,SOUTH,53.6001,52.6673,0.5998,0.333
2024-05-06T17:00:00,2024-05-06T18:00:00,LZ_NORTH,North Load Zone,NORTH,67.4971,72.73,-5.7047,0.4718
2024-05-06T17:00:00,2024-05-06T18:00:00,LZ_WEST,West Load Zone,WEST,43.3909,45.0911,-1.9929,0.2927
2024-05-06T17:00:00,2024-05-06T18:00:00,LZ_SOUTH,South Load Zone,SOUTH,55.0961,57.2089,-2.7592,0.6464
2024-05-06T17:00:00,2024-05-06T18:00:00,BUS_SABINE,Sabine Bus,EAST,47.4377,46.6351,0.3846,0.418
2024-05-06T17:00:00,2024-05-06T18:00:00,BUS_BRAZOS,Brazos Valley Bus,SOUTH,51.1055,46.6468,4.1291,0.3296
2024-05-06T18:00:00,2024-05-06T19:00:00,HB_HOUSTON,Houston Hub,SOUTH,61.6421,56.3926,4.7334,0.5162
